isogroup06084	GO:0005829;GO:0046872;GO:0004722;GO:0007049;GO:0006470
isogroup06842	GO:0072546;GO:0016021;GO:0034975
isogroup15995	GO:0005604;GO:0016323;GO:0009279;GO:0005913;GO:0005911;GO:0070938;GO:0043034;GO:0005737;GO:0005856;GO:0016011;GO:0016010;GO:0070062;GO:0005615;GO:0030175;GO:0005925;GO:0016021;GO:0030027;GO:0016020;GO:0045121;GO:0033268;GO:0005654;GO:0005886;GO:0044853;GO:0045211;GO:0042383;GO:0003779;GO:0051393;GO:0005509;GO:0042169;GO:0008307;GO:0015631;GO:0017166;GO:0007568;GO:0031103;GO:0071711;GO:0060445;GO:0016340;GO:0071397;GO:0071260;GO:0071679;GO:0007016;GO:0060441;GO:0006509;GO:0034453;GO:0019048;GO:0002011;GO:0022011;GO:0030336;GO:0043409;GO:0051898;GO:0021682;GO:0006607;GO:1904261;GO:0001954;GO:0031643;GO:0048714;GO:0045860;GO:0010717;GO:0010470;GO:0014894;GO:0043434;GO:0014044;GO:0043403
isogroup31815	GO:0005783;GO:0005794;GO:0005811;GO:0005525;GO:0003924;GO:0042803
isogroup00471	GO:0071013;GO:0071011;GO:0000974;GO:0003677;GO:0001700;GO:0035214;GO:0000398
isogroup12096	GO:0005634;GO:0005681;GO:0003729;GO:0000166;GO:0008270;GO:0043065;GO:0000381;GO:0000245
isogroup11378	GO:0005789;GO:0032580;GO:0005525;GO:0046872;GO:0006886;GO:0016192
isogroup04725	GO:0003964
isogroup38458	GO:0005576;GO:0016021;GO:0046872;GO:0004222
isogroup03562	GO:0004866;GO:0050121;GO:0006044;GO:0019262
isogroup05362	GO:0005887;GO:0004969;GO:0071420;GO:0048245;GO:0007186;GO:0006954;GO:0050804;GO:0007200;GO:0045907;GO:0043114;GO:0019229
isogroup36168	GO:0006351
isogroup15924	GO:0005887;GO:0005886;GO:0015375;GO:0046872;GO:0005328;GO:0036233;GO:0060012
isogroup31848	GO:0005634;GO:0003677;GO:0006355;GO:0006351
isogroup00476	GO:0016021;GO:0016746;GO:0008654
isogroup00779	GO:0003682;GO:0050873;GO:0042742;GO:0043066;GO:0040015;GO:0008284;GO:0045944;GO:0009409
isogroup12672	GO:0005737;GO:0005615;GO:0005634;GO:0005524;GO:0005149;GO:0000287;GO:0004672;GO:0004674;GO:0001816;GO:0019221;GO:0045087;GO:0035556;GO:0007254;GO:0002446;GO:1990266;GO:0043123;GO:0048661
isogroup03793	GO:0016021;GO:0005743;GO:0005739;GO:0061668
isogroup14599	GO:0005605;GO:0005604;GO:0071944;GO:0070062;GO:0031012;GO:0005576;GO:0005615;GO:0005509;GO:0005518;GO:0043236;GO:0043394;GO:0071711;GO:0007160;GO:0022617;GO:0030198;GO:0032836;GO:0010811
isogroup31656	GO:0016021;GO:0005778;GO:0005777;GO:0018472;GO:0034525;GO:0044104;GO:0018474;GO:0034520;GO:0004028;GO:0034538;GO:0034530;GO:0019115;GO:0018473;GO:0034822;GO:0080019;GO:0034832;GO:0043796;GO:0043878;GO:0050062;GO:0052814;GO:0043870;GO:0043745;GO:0034602;GO:0034601;GO:0034604;GO:0018475;GO:0008611;GO:0046474;GO:0035336;GO:0010025
isogroup13883	GO:0005737;GO:0035097;GO:0005634;GO:0003677;GO:1990226;GO:0046872;GO:0008168;GO:0006355;GO:0006366
isogroup00557	GO:0005634;GO:0003729;GO:0000166;GO:0006397;GO:0000381
isogroup17940	GO:0005694;GO:0005634;GO:0003682;GO:0070577;GO:0002039;GO:0016569;GO:0043123;GO:0032968;GO:0045944;GO:0050727;GO:1901407;GO:0006351
isogroup02672	GO:0030054;GO:0005634;GO:0097470;GO:0017053;GO:0003682;GO:0051287;GO:0016616;GO:0042803;GO:0003713;GO:0003714;GO:0008285;GO:0000122;GO:0045892;GO:0035563;GO:0048386;GO:0045944;GO:0006351;GO:0019079;GO:0050872
isogroup25506	GO:0005764;GO:0071986;GO:0005085;GO:0071230;GO:0032008;GO:0061462;GO:0008361
isogroup37031	GO:0005615;GO:0005578;GO:0020037;GO:0046872;GO:0004601;GO:0030198;GO:0042744;GO:0006909;GO:0006979
isogroup21031	GO:0005604;GO:0005581;GO:0005788;GO:0005576;GO:0005578;GO:0005201;GO:0030674;GO:0001525;GO:0048593;GO:0030574;GO:0050673;GO:0030198;GO:0016337
isogroup08483	GO:0004519;GO:0003964
isogroup03029	GO:0035267;GO:0005654;GO:0016580;GO:0003682;GO:0047485;GO:0008283;GO:0006338;GO:0006342;GO:0000724;GO:0016575;GO:0043968;GO:0043967;GO:0040008;GO:0006351
isogroup02865	GO:0022625;GO:0003729;GO:0003735;GO:0006412
isogroup02340	GO:0005737;GO:0010494;GO:0031965;GO:0048471;GO:0003730;GO:0044822;GO:0003723;GO:2000637;GO:1900246;GO:0010608;GO:0051983;GO:0043488;GO:0034063
isogroup27453	GO:0005737;GO:0005634;GO:0000943;GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523;GO:0008270;GO:0015074;GO:0006310;GO:0032197
isogroup19379	GO:0000940;GO:0005737;GO:0000123;GO:0016604;GO:0000790;GO:0005654;GO:0005634;GO:0016605;GO:0090575;GO:0005667;GO:0016407;GO:0003682;GO:0000987;GO:0003684;GO:0003677;GO:0004402;GO:0043426;GO:0002039;GO:0000977;GO:0001105;GO:0001085;GO:0001093;GO:0003713;GO:0008134;GO:0001228;GO:0001078;GO:0001191;GO:0008270;GO:0035729;GO:0034644;GO:0030718;GO:0016573;GO:0018076;GO:0000122;GO:0032793;GO:0010628;GO:0051091;GO:0045944;GO:0045893;GO:0006473;GO:0031648;GO:0006355;GO:0048511
isogroup38270	
isogroup23187	GO:0005762;GO:0019843;GO:0003735;GO:0031047;GO:0032543;GO:0006417;GO:0000027;GO:0006412
isogroup30477	GO:0005737;GO:0004134;GO:0004135;GO:0005978;GO:0005980
isogroup30555	GO:0032580;GO:0016021;GO:0017060;GO:0006486
isogroup15359	
isogroup25641	GO:0030424;GO:0005911;GO:0030425;GO:0016021;GO:0005887;GO:0005886;GO:0008013;GO:0045296;GO:0005509;GO:0050839;GO:0042803;GO:0004872;GO:0048675;GO:0048846;GO:0007411;GO:0007412;GO:0007413;GO:0016339;GO:0044331;GO:0007156;GO:0050774;GO:0016318;GO:0045467;GO:0045463;GO:0048841;GO:0048814;GO:0031290;GO:0019233
isogroup18785	GO:0005783;GO:0005789;GO:0016021;GO:0005874;GO:0008017;GO:0051301;GO:0007067;GO:0007084;GO:0006998
isogroup17435	GO:0005829;GO:0070062;GO:0005643;GO:0005654;GO:0008139;GO:0008565;GO:0075733;GO:0019054;GO:0006607;GO:0042542
isogroup13657	GO:0030864;GO:0030027;GO:0005886;GO:0001726;GO:0003785;GO:0005546;GO:0048365;GO:0097581;GO:0061024;GO:0007009;GO:0097178
isogroup12271	GO:0005788;GO:0005524
isogroup03725	GO:0005743;GO:0005759;GO:0005739;GO:0005777;GO:0031406;GO:0000062;GO:0004419;GO:0000287;GO:0030145;GO:0046872;GO:0042803;GO:0005102;GO:0006637;GO:0046951;GO:0006629;GO:0001889;GO:0007005;GO:0051262;GO:0070542;GO:0007584;GO:0042594
isogroup22331	GO:0031225;GO:0009986;GO:0005615;GO:0005886;GO:0004867;GO:0050431;GO:0001942;GO:0010839;GO:0001933;GO:0030512;GO:0061045;GO:0072675;GO:0045616
isogroup04006	GO:0005968;GO:0004663;GO:0017137;GO:0008270;GO:0018344
isogroup26694	GO:0005737;GO:0019005;GO:0000151;GO:0004842;GO:0045444;GO:0045087;GO:0016567;GO:0032006;GO:0031146
isogroup08399	GO:0005730;GO:0005634;GO:0030687;GO:0044822;GO:0000460;GO:0000470
isogroup00633	GO:0005576;GO:0005507;GO:0008131;GO:0048038;GO:0009308
isogroup15299	GO:0005737;GO:0005829;GO:0000813;GO:0005886;GO:0032403;GO:0031397;GO:0043328;GO:0043162
isogroup05932	GO:0005829;GO:0005634;GO:0004427;GO:0000287;GO:0008969;GO:0006796;GO:0006470
isogroup33860	GO:0005737;GO:0031011;GO:0005730;GO:0005634;GO:0005886;GO:0046872;GO:0006338;GO:0006310;GO:0006281;GO:0006355;GO:0006351
isogroup36120	GO:0005737;GO:0030272;GO:0005524;GO:0005542;GO:0046872;GO:0046653
isogroup35632	GO:0005634;GO:0043186;GO:0071547;GO:0005524;GO:0004004;GO:0044822;GO:0030154;GO:0043046;GO:0009566;GO:0031047;GO:0007140;GO:0007275;GO:0034587;GO:0006396;GO:0007283
isogroup20684	GO:0016021
isogroup21536	GO:0005623;GO:0045454
isogroup11287	GO:0070062;GO:0005777;GO:0007417;GO:0021540;GO:0043473;GO:0009791;GO:1901668
isogroup23204	GO:0005737;GO:0003677;GO:0003729;GO:0008270;GO:2000632;GO:0048477;GO:0046628;GO:2000648;GO:0006355;GO:0098724
isogroup25854	GO:0005832;GO:0005829;GO:0005875;GO:0005524;GO:0044183;GO:0051082;GO:0006458;GO:0061077;GO:0030707;GO:0006909
isogroup13952	GO:0005737;GO:0005829;GO:0031234;GO:0000139;GO:0005886;GO:0005086;GO:0008289;GO:0032012;GO:0030155;GO:0016192
isogroup28461	GO:0005737;GO:0005815;GO:0000922;GO:0000902;GO:0007010
isogroup21495	GO:0005737;GO:0045171;GO:0005654;GO:0005634;GO:0005689;GO:0000398;GO:0008380
isogroup30783	GO:0001669;GO:0005881;GO:0016020;GO:0050038;GO:0042732;GO:0006006;GO:0051289;GO:0005997
isogroup06014	
isogroup26792	GO:0005634;GO:0003729;GO:0000166;GO:0006397;GO:0043484;GO:0008380
isogroup20111	GO:0044798;GO:0005654;GO:0042974;GO:0046965;GO:0008134;GO:0048147;GO:0000122;GO:0071158;GO:0035563;GO:2001178;GO:0045944;GO:0006367
isogroup16684	GO:0005634;GO:0043565;GO:0001228;GO:0006357
isogroup02847	
isogroup17353	GO:0061700;GO:0006914;GO:0034198;GO:0032008;GO:0010506
isogroup03120	GO:0000139;GO:0016021;GO:0004569
isogroup14742	GO:0005737;GO:0016021;GO:0005886;GO:0005509;GO:0004930;GO:0033326;GO:0060271;GO:0003341;GO:0007156;GO:0021999;GO:0001764;GO:0032880;GO:0006355;GO:0021591;GO:0016055
isogroup19733	GO:0005730;GO:0005681;GO:0000166;GO:0044822;GO:0006397;GO:0008380
isogroup07699	GO:0016324;GO:0031526;GO:0005783;GO:0005794;GO:0016021;GO:0005886;GO:0032420;GO:0005524;GO:1901612;GO:0005319;GO:0000287;GO:0004012;GO:0008206;GO:0006855;GO:0007030;GO:0060119;GO:0045892;GO:0045332;GO:0032534;GO:0007605;GO:0021650
isogroup00229	GO:0016021;GO:0031965;GO:0005643;GO:0051028;GO:0015031
isogroup16993	GO:0009986;GO:0012505;GO:0070062;GO:0005887;GO:0031226;GO:0031902;GO:0005765;GO:0042470;GO:0097487;GO:0007155;GO:0016477;GO:0007166;GO:0007160;GO:0035646;GO:0048757;GO:0045807;GO:2001046;GO:0002092;GO:0015031;GO:1900746
isogroup12409	
isogroup15752	GO:0005737;GO:0005634;GO:0000166;GO:0003723;GO:0000122;GO:1901998;GO:0006351
isogroup02356	GO:0005776;GO:0005789;GO:0005654;GO:0005886;GO:0016308;GO:0016309;GO:0005524;GO:2000786
isogroup22252	GO:0043565;GO:0004803;GO:0006313
isogroup21751	GO:0043194;GO:0009986;GO:0043034;GO:0030425;GO:0014704;GO:0005764;GO:0031594;GO:0043005;GO:0033268;GO:0005886;GO:0045211;GO:0042383;GO:0016529;GO:0014731;GO:0030315;GO:0030018;GO:0045296;GO:0008092;GO:0044325;GO:0030674;GO:0030507;GO:0071286;GO:0010960;GO:0071709;GO:1902260;GO:0007528;GO:2001259;GO:0010650;GO:0010628;GO:0034112;GO:1900827;GO:0045838;GO:0090314;GO:2000651;GO:0010765;GO:0072659;GO:0043266;GO:0007165
isogroup28969	GO:0000781;GO:0048188;GO:0006348;GO:0051568
isogroup26989	GO:0005764;GO:0005634;GO:0046959;GO:0010507;GO:1904263
isogroup05729	GO:0005737;GO:0000784;GO:0005654;GO:0005634;GO:0070876;GO:0003723;GO:0003697;GO:0006974;GO:0006281;GO:0000724;GO:0007093;GO:0010212;GO:0042795
isogroup18083	GO:0016323;GO:0005887;GO:0015301;GO:0015106;GO:0046715;GO:0015252;GO:0005452;GO:0046983;GO:0005272;GO:0015293;GO:0015701;GO:0046713;GO:0030003;GO:0042044;GO:0015992;GO:0051453;GO:0006814
isogroup13177	GO:0005911;GO:0005921;GO:0016021;GO:0032589;GO:0005886;GO:0005243;GO:0055077;GO:0016264;GO:0034220;GO:0040011;GO:0018991;GO:0043051;GO:0072347
isogroup13338	GO:0019135;GO:0046872;GO:0008612
isogroup00453	GO:0032981
isogroup00180	GO:0005887;GO:0022857
isogroup11788	GO:0031225;GO:0005886;GO:0005918;GO:0008366;GO:0061343;GO:0060857;GO:0045197;GO:0021682;GO:0019991
isogroup17412	GO:0005737;GO:0046872;GO:0035529;GO:0047429;GO:0000166;GO:0009143;GO:0009117
isogroup29380	GO:0005769;GO:0031901;GO:0030139;GO:0070062;GO:0005811;GO:0005765;GO:0042470;GO:0005886;GO:0019003;GO:0005525;GO:0003924;GO:0048227;GO:0015031;GO:0030100;GO:0007264
isogroup17843	GO:0001673;GO:0005524;GO:0006302;GO:0007144;GO:0007141;GO:0001556;GO:0048477;GO:0007131;GO:0007286;GO:0007283;GO:0007130
isogroup26924	GO:0016021;GO:0005746;GO:0004129;GO:0009060;GO:0006754;GO:0033617;GO:0055114;GO:0006119;GO:0008535
isogroup10921	GO:0042995;GO:0070062;GO:0005887;GO:0005622;GO:0005886;GO:0036057;GO:0017022;GO:0007155;GO:0007588;GO:0032836;GO:0072015;GO:0007254;GO:0007520;GO:0030838;GO:0035418;GO:0044062;GO:0007519
isogroup06485	GO:0005576;GO:0008233;GO:0004252;GO:0008236;GO:0009950;GO:0007311;GO:0006508;GO:0008063;GO:0031638
isogroup23823	GO:0005634;GO:0017053;GO:0003677;GO:0070888;GO:0042826;GO:0042803;GO:0000978;GO:0043565;GO:0003705;GO:0044212;GO:0001077;GO:0071549;GO:0006978;GO:0043922;GO:0071157;GO:0008285;GO:0045736;GO:0043392;GO:0045892;GO:0043923;GO:0043065;GO:2001269;GO:0045893;GO:0006461
isogroup21309	GO:0005737;GO:0005829;GO:0070062;GO:0016020;GO:0005654;GO:0005634;GO:0003677;GO:0044822;GO:0004842;GO:0006284;GO:0030154;GO:0016574;GO:1903955;GO:0006513;GO:0000209;GO:0042787
isogroup04050	GO:0005861;GO:0006937
isogroup30503	GO:0001650;GO:0005730;GO:0005634;GO:0003682;GO:0044822;GO:0001164;GO:0001165;GO:0045943;GO:0006351
isogroup14648	GO:0005634;GO:0016918;GO:0043565;GO:0003707;GO:0003700;GO:0008270;GO:0006351
isogroup10993	GO:0031234;GO:0005524;GO:0004715;GO:0004713;GO:0005102;GO:0030154;GO:0045087;GO:0038083;GO:0006468;GO:0042127;GO:0007169
isogroup29083	GO:0001669;GO:0005737;GO:0005634;GO:0005524;GO:0004518;GO:0004672;GO:0004674;GO:0006468;GO:0006401
isogroup04732	GO:0005737;GO:0030425;GO:0005794;GO:0043025;GO:0005654;GO:0005634;GO:0005886;GO:0043234;GO:0000159;GO:0070016;GO:0032403;GO:0051721;GO:0003700;GO:0033147;GO:0000122;GO:0045892;GO:0045944;GO:0032355
isogroup01947	GO:0071013;GO:0005634;GO:0000398;GO:0007399
isogroup15511	GO:0005737;GO:0005829;GO:0070062;GO:0016020;GO:0005654;GO:0005634;GO:0003677;GO:0044822;GO:0004842;GO:0006284;GO:0030154;GO:0016574;GO:1903955;GO:0006513;GO:0000209;GO:0042787
isogroup00831	GO:0016021;GO:0005743;GO:0005634;GO:0005310;GO:0006835;GO:0006094;GO:0006811;GO:0006839;GO:0070221
isogroup37203	GO:0045177;GO:0016021;GO:0005622;GO:0005886;GO:0005509;GO:0001658;GO:0003273;GO:0090102;GO:0072137;GO:0048565;GO:0007157;GO:0035329;GO:0007156;GO:0003192;GO:0021915;GO:0022008;GO:0043931;GO:0007389;GO:0036342;GO:0072659
isogroup25894	GO:0030054;GO:0005829;GO:0030425;GO:0000139;GO:0005795;GO:0048471;GO:0030667;GO:0030672;GO:0019904;GO:0006836;GO:0050796;GO:0043496
isogroup02001	GO:0030529;GO:0005730;GO:0005654;GO:0042254
isogroup01598	GO:0005737;GO:0005829;GO:0097504;GO:0016020;GO:0016604;GO:0005654;GO:0005634;GO:0032797;GO:0034719;GO:0044822;GO:0017069;GO:0000398;GO:0051170;GO:0006461;GO:0000387
isogroup32357	GO:0005737;GO:0005739;GO:0005634;GO:0005524;GO:0004674;GO:0004713;GO:0006281;GO:0006897;GO:0045143;GO:0030999;GO:0010895;GO:0010620;GO:0038083;GO:0018108;GO:0008360;GO:0006282;GO:0016055
isogroup09374	GO:0005737;GO:0005829;GO:0022625;GO:0031012;GO:0005925;GO:0016020;GO:0005730;GO:0005634;GO:0005840;GO:0003723;GO:0019843;GO:0003735;GO:0002181;GO:0000184;GO:0006364;GO:0006614;GO:0006412;GO:0006413;GO:0019083
isogroup05615	GO:0016491;GO:0008270
isogroup00495	GO:0044822;GO:0003743
isogroup28455	GO:0015030;GO:0005737;GO:0016607;GO:0005654;GO:0005634;GO:0042393;GO:0000166;GO:0044822;GO:0030621;GO:0017070;GO:0030624;GO:1990381;GO:0000902;GO:0071425;GO:0048872;GO:0000398;GO:0006334;GO:1903586;GO:0010468;GO:0000245;GO:0000387;GO:0000244
isogroup13845	GO:0031514;GO:0008017;GO:0060285
isogroup08563	GO:0016021;GO:0016020;GO:0008061;GO:0046872
isogroup01937	GO:0005737;GO:0005844;GO:0000166;GO:0044822;GO:0008266;GO:0003727;GO:0048864
isogroup14484	GO:0008784;GO:0030632
isogroup09375	GO:0071012;GO:0071013;GO:0005730;GO:0071011;GO:0000974;GO:0000398
isogroup32521	GO:0005509;GO:0005544
isogroup09277	GO:0016607;GO:0000079;GO:0006355;GO:0006396;GO:0006351
isogroup06883	GO:0005658;GO:0005737;GO:0005654;GO:0003677;GO:0003887;GO:0046982;GO:0006260;GO:0006270;GO:0006271;GO:0000082;GO:0000060;GO:0000722
isogroup04999	GO:0022625;GO:0003735;GO:0030218;GO:0006412
isogroup11075	GO:0005884;GO:0005776;GO:0030136;GO:0033263;GO:0005769;GO:0031901;GO:0030897;GO:0005770;GO:0031902;GO:0005765;GO:0005764;GO:0055037;GO:0003779;GO:0097352;GO:0016197;GO:0008333;GO:0006886;GO:0035542;GO:0032889;GO:0046718
isogroup38173	GO:0005829;GO:0034709;GO:0034715;GO:0071011;GO:0034719;GO:0005685;GO:0005686;GO:0005687;GO:0046540;GO:0005682;GO:0003723;GO:0000387
isogroup30043	GO:0016021
isogroup14565	GO:0000775;GO:0030496;GO:0005730;GO:0008270;GO:0035167
isogroup12575	
isogroup01505	GO:0005783;GO:0005788;GO:0046872;GO:0016491;GO:0042803
isogroup27746	GO:0016021;GO:0005887;GO:0022891;GO:0006915;GO:0006811
isogroup18946	GO:0042719;GO:0005742;GO:0005739;GO:0046930;GO:0015450;GO:0015288;GO:0015266;GO:0006811;GO:0030150;GO:0006626
isogroup16233	GO:0005789;GO:0016021;GO:0047874;GO:0006486
isogroup01805	GO:0005794;GO:0005730;GO:0005634;GO:0034773;GO:1903262;GO:2000738
isogroup20799	GO:0046872;GO:0003964;GO:0009036;GO:0006310;GO:0090305;GO:0032199;GO:0032197
isogroup36954	GO:0031011;GO:0071564;GO:0035267;GO:0000790;GO:0005654;GO:0005634;GO:0005886;GO:0043234;GO:0016514;GO:0003682;GO:0003713;GO:0043044;GO:0006338;GO:0006310;GO:0006281;GO:0043968;GO:0043967;GO:0003407;GO:1903955;GO:0040008;GO:1903146;GO:0006357;GO:0007165;GO:0021510;GO:0006351
isogroup11160	GO:0016020;GO:0005524;GO:0004004;GO:0044822;GO:0010501
isogroup27823	GO:0015629;GO:0005814;GO:0005813;GO:0035253;GO:0005737;GO:0070062;GO:0001917;GO:0005886;GO:0019894;GO:0005198;GO:0007049;GO:0010457;GO:0051297;GO:0032053;GO:0010669;GO:0051656;GO:0045494;GO:0045724;GO:1903566;GO:0008104;GO:0033365
isogroup03598	GO:0031418;GO:0046872;GO:0048244;GO:0001561
isogroup18137	GO:0005634;GO:0098794;GO:0005667;GO:0046982;GO:0000978;GO:0000981;GO:0001077;GO:0030154;GO:0071386;GO:0060079;GO:0060080;GO:1904862;GO:0007612;GO:0007616;GO:0045944;GO:0048167;GO:0032228;GO:0007614;GO:0035176
isogroup01397	GO:0006950
isogroup08005	GO:0016021;GO:0005886;GO:0015297;GO:0015992;GO:0046677
isogroup14057	GO:0005737;GO:0005769;GO:0070062;GO:0005634;GO:0005886;GO:0004725
isogroup28492	
isogroup01401	GO:0005737;GO:0016020;GO:0005634;GO:0005524;GO:0005509;GO:0009931;GO:0005516;GO:0004683;GO:0009738;GO:0035556;GO:0018105;GO:0046777
isogroup03757	GO:0005829;GO:0070062;GO:0005643;GO:0005654;GO:0005634;GO:0008139;GO:0008565;GO:0006607;GO:0006606;GO:0042542
isogroup25302	GO:0022625;GO:0005634;GO:0070180;GO:0000166;GO:0003735;GO:0000027;GO:0006412
isogroup05433	GO:0005737;GO:0005654;GO:0005634;GO:0043565;GO:0003700;GO:0001525;GO:0006357;GO:0006351
isogroup33595	GO:0005737;GO:0005794;GO:0000139;GO:0005886;GO:0000042
isogroup38325	GO:0005739;GO:1990525;GO:0031625;GO:0048800;GO:0006915;GO:0097190;GO:0008219;GO:0071480;GO:0009267;GO:0046667;GO:0048813;GO:0035072;GO:0043153;GO:0008258;GO:0002165;GO:0008630;GO:0035096;GO:0007424;GO:0043065;GO:2000685;GO:2001056;GO:2001272;GO:0016239;GO:0012501;GO:0043281;GO:0046620;GO:0046668;GO:0010114;GO:0035071;GO:0007548
isogroup25291	GO:0016021;GO:0005886;GO:0098794;GO:0043083;GO:0004930;GO:0005096;GO:0007166;GO:0099558;GO:0061743;GO:0007520;GO:0016525;GO:0016322;GO:0051965;GO:0048814
isogroup12326	GO:0005654
isogroup33882	GO:0005634;GO:0046872;GO:0043565;GO:0003700;GO:0044212;GO:0007275;GO:0006355;GO:0007165;GO:0006366
isogroup00341	GO:0030054;GO:0005886;GO:0045202;GO:0010923
isogroup37079	GO:0005737;GO:0005615;GO:0005764;GO:0008047;GO:0001664;GO:0007193;GO:0060742;GO:0006687;GO:0060736;GO:0019216
isogroup36907	GO:0005788;GO:0005506;GO:0031418;GO:0016702;GO:0004656
isogroup14405	GO:0005694;GO:0005634;GO:0003677;GO:0006281;GO:0006355;GO:0006351
isogroup11107	GO:0031463;GO:0005737;GO:0005856;GO:0035324;GO:0035183;GO:0045172;GO:0003779;GO:0030036;GO:0007349;GO:0007301;GO:0030717;GO:0048477;GO:0007297;GO:0030723;GO:0007300;GO:0016567
isogroup26463	GO:0000932;GO:0035198;GO:0030371;GO:0061630;GO:0004842;GO:0008270;GO:0061158;GO:0008543;GO:0000082;GO:0035278;GO:0010586;GO:0001843;GO:0021915;GO:2000637;GO:0051865;GO:0060964;GO:2000177;GO:0072089
isogroup31510	GO:0003676;GO:0008270
isogroup21097	GO:0030424;GO:0005905;GO:0005737;GO:0005925;GO:0005874;GO:0005819;GO:0050662;GO:0004468;GO:0019799;GO:0071929;GO:0070507
isogroup36495	GO:0046658;GO:0007420;GO:0051964;GO:0001764;GO:0021527
isogroup25479	GO:0030424;GO:0030054;GO:0030426;GO:0016021;GO:0005622;GO:0043005;GO:0005886;GO:0042734;GO:0045202;GO:0030246;GO:0050839;GO:0004930;GO:0016524;GO:0035584;GO:0007166;GO:0007186;GO:0007157;GO:0051965;GO:0090129;GO:0016079
isogroup12387	GO:0005737;GO:0005634;GO:0030154
isogroup11962	GO:0016021;GO:0043025;GO:0097730;GO:0005886;GO:0005216;GO:0050896
isogroup31425	GO:0030529;GO:0005654;GO:0005634;GO:0019899;GO:0044822;GO:0003723;GO:0000398;GO:0006355;GO:0009615;GO:0006396;GO:0006351
isogroup08520	GO:0005743;GO:0005762;GO:0016787;GO:0003735;GO:0070125;GO:0070124
isogroup33032	GO:0005737;GO:0005634;GO:0005886;GO:0005096;GO:0009968
isogroup28755	GO:0005634;GO:0003677;GO:0046872;GO:0006355;GO:0006351
isogroup08416	GO:0005634;GO:0003677;GO:0046872;GO:0003700;GO:0006355;GO:0006351
isogroup19341	GO:0005913;GO:0070062;GO:0005739;GO:0098641
isogroup05666	GO:0005769;GO:0030176;GO:0005770;GO:0030968;GO:0030433;GO:1904153;GO:0030307;GO:0008284;GO:0030970;GO:0001967
isogroup32526	GO:0016021;GO:0016020;GO:0005739;GO:0008808;GO:0004519;GO:0046872;GO:0032049;GO:0016042;GO:0051321;GO:0034587
isogroup18754	GO:0016021;GO:0017105;GO:0046872;GO:0006633;GO:0006631;GO:0055114;GO:0042811
isogroup26950	GO:0030424;GO:0005634;GO:0045202;GO:0043565;GO:0003700;GO:0040011;GO:0007400;GO:0050770;GO:0050803;GO:0006355;GO:0007416;GO:0008039;GO:0048489;GO:0006351
isogroup13020	GO:0005783;GO:0005576;GO:0005634;GO:0003677;GO:0004520;GO:0004519;GO:0006309;GO:0010623
isogroup01343	GO:0097546;GO:0097542;GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0019901;GO:0004871;GO:0003714;GO:0008134;GO:0035904;GO:0060976;GO:0042994;GO:0001947;GO:0007275;GO:0045668;GO:2000059;GO:0043433;GO:0045879;GO:1901621;GO:0042992;GO:0000122;GO:0001843;GO:0006508;GO:0006355;GO:0007165;GO:0001501;GO:0043588;GO:0021776;GO:0021775;GO:0003281
isogroup08363	GO:0005856;GO:0005886;GO:0005918;GO:0005920;GO:0008092;GO:0005200;GO:0031032;GO:0007527;GO:0061343;GO:0045216;GO:0008362;GO:0007391;GO:0009790;GO:0060857;GO:0007163;GO:0003015;GO:0035321;GO:0006612;GO:0035151;GO:0007435;GO:0019991
isogroup11574	GO:0060170;GO:0005737;GO:0005829;GO:0030425;GO:0016020;GO:0005634;GO:0005886;GO:0042734;GO:0043234;GO:0097060;GO:0005524;GO:0005516;GO:0004683;GO:0042043;GO:0030165;GO:0008022;GO:0032403;GO:0003713;GO:0006886;GO:0006461
isogroup11937	GO:0005829;GO:0005634;GO:0005524;GO:0004849;GO:0044211;GO:0006206;GO:0043097;GO:0044206;GO:0016032
isogroup20966	GO:0031252;GO:0005801;GO:0005829;GO:0005788;GO:0005793;GO:0005794;GO:0000139;GO:0005795;GO:0005811;GO:0016020;GO:0005739;GO:0005777;GO:0005802;GO:0005086;GO:0005085;GO:0005547;GO:0080025;GO:0002263;GO:0048205;GO:0097111;GO:0006888;GO:0061162;GO:0090166;GO:0007030;GO:0006895;GO:0030593;GO:0006892;GO:0070973;GO:1903420;GO:0034067;GO:0015031;GO:1903409;GO:0032012;GO:0007346;GO:2000008;GO:0042147;GO:0006890;GO:0016032
isogroup21443	GO:0005875;GO:0005524;GO:0061631;GO:0061630;GO:0031625;GO:0031145;GO:0051276;GO:0001745;GO:0001751;GO:0048132;GO:0030718;GO:0007140;GO:0007067;GO:0022008;GO:0016322;GO:0000209;GO:0016567;GO:0042787;GO:0031647;GO:0045676;GO:0007286;GO:0006511
isogroup04639	GO:0005759;GO:0005524;GO:0006457
isogroup22005	GO:0030054;GO:0016021;GO:0005886;GO:0045211;GO:0005524;GO:0004714;GO:0030154;GO:0007275;GO:0008582
isogroup23360	GO:0005762;GO:0003735
isogroup08051	GO:0000159;GO:0005509;GO:0030674;GO:0019888;GO:0001754;GO:0090090;GO:0090263;GO:0045732;GO:0006470;GO:0090249;GO:0007525;GO:0061053;GO:0090244
