isogroup24577	GO:0022625;GO:0003723;GO:0003735;GO:0000470;GO:0006412
isogroup25513	GO:0005769;GO:0046332;GO:0006886;GO:0007165;GO:0016192
isogroup36302	GO:0016324;GO:0070062;GO:0005887;GO:0015129;GO:0015355;GO:0015293;GO:0006814
isogroup00964	GO:0043296;GO:0016324;GO:0016021;GO:0033181;GO:0033179;GO:0046961;GO:0015991;GO:0009792;GO:0010172;GO:0060142
isogroup14802	
isogroup16375	GO:0034451;GO:0005814;GO:0005813;GO:0036064;GO:0035869;GO:0005737;GO:0031410;GO:0005829;GO:0016020;GO:0036038;GO:0005634;GO:0032391;GO:0043234;GO:0042802;GO:0060271;GO:0042462;GO:0000086;GO:0030902;GO:0030916;GO:0090316;GO:0045893;GO:0048793;GO:0015031;GO:0070201
isogroup17102	GO:0005813;GO:0005737;GO:0060271
isogroup18903	GO:0005739;GO:0005525;GO:0003924;GO:0003746;GO:0032543;GO:0032790
isogroup02502	GO:0005737;GO:0010494;GO:0097165;GO:0005654;GO:0017091;GO:0000166;GO:0008143;GO:0044822;GO:0006915;GO:0008543;GO:0042036;GO:0017148;GO:1904037;GO:1903608;GO:0048024
isogroup33936	GO:0005737;GO:0004512;GO:0006021;GO:0008654
isogroup04053	GO:0005829;GO:0033256;GO:0005634;GO:0003682;GO:0000975;GO:0000977;GO:0000981;GO:0003700;GO:0007249;GO:0006954;GO:0045087;GO:0000122;GO:0038061;GO:0045944;GO:0045893;GO:0034097;GO:0006351
isogroup29327	GO:0005737;GO:0005524;GO:0006457
isogroup06604	GO:0005829;GO:0005634;GO:0008022;GO:0019948;GO:0016925;GO:0007346
isogroup34404	GO:0000421;GO:0031410;GO:0016021;GO:0005765;GO:0032266;GO:0097352;GO:0006914
isogroup20184	GO:0005694;GO:0005829;GO:0005795;GO:0045111;GO:0005654;GO:0005634;GO:0005886;GO:0008289;GO:0043130;GO:0007030;GO:0061025;GO:0031468;GO:0043161
isogroup02703	GO:0031265;GO:0005829;GO:0005635;GO:0005634;GO:0048471;GO:0034098;GO:0031072;GO:0051059;GO:0019901;GO:0019887;GO:0043130;GO:0031625;GO:0006915;GO:0008219;GO:0007253;GO:0043065;GO:0010942;GO:1902043;GO:0031334;GO:0043161;GO:0030155;GO:0042176
isogroup15093	GO:0005737;GO:0005654;GO:0005634;GO:0005886;GO:0003755;GO:0061630;GO:0004842;GO:0034450;GO:0006457;GO:0072659;GO:0000209
isogroup22642	GO:0005743;GO:0005739;GO:0005840;GO:0070125;GO:0070124
isogroup00880	GO:0008180;GO:0070062;GO:0031012;GO:0005753;GO:0043209;GO:0005886;GO:0045261;GO:0005524;GO:0044822;GO:0046933;GO:0015986;GO:0006629;GO:0001937
isogroup06854	GO:0070062;GO:0005743;GO:0005750;GO:0005739;GO:0043209;GO:0005654;GO:0004222;GO:0008270;GO:0009060;GO:0006122;GO:0006119;GO:0016485
isogroup30643	GO:0015629;GO:0005814;GO:0005813;GO:0035253;GO:0005737;GO:0070062;GO:0001917;GO:0005886;GO:0019894;GO:0005198;GO:0007049;GO:0010457;GO:0051297;GO:0032053;GO:0010669;GO:0051656;GO:0045494;GO:0045724;GO:1903566;GO:0008104;GO:0033365
isogroup35271	GO:0030054;GO:0005737;GO:0031410;GO:0016021;GO:0005765;GO:0005764;GO:0005886;GO:0030672;GO:0015136;GO:0015293;GO:0006865;GO:0015739
isogroup31996	GO:0033180;GO:0046961;GO:0015991
isogroup12185	GO:0005813;GO:0000785;GO:0000942;GO:0005737;GO:0005829;GO:0000776;GO:0015630;GO:0030496;GO:0005730;GO:0005654;GO:0005634;GO:0005819;GO:0051233;GO:0000922;GO:0000795;GO:0010997;GO:0005524;GO:0016301;GO:0008017;GO:0004672;GO:0019901;GO:0004674;GO:0031145;GO:0008283;GO:0051297;GO:0000910;GO:0045184;GO:0016321;GO:0031572;GO:0000086;GO:0045143;GO:0001578;GO:0000281;GO:0007067;GO:0007077;GO:0000070;GO:0007094;GO:0043066;GO:0045736;GO:0000122;GO:0051081;GO:0018105;GO:0010800;GO:0032436;GO:1900182;GO:0045862;GO:1904668;GO:0051437;GO:0051443;GO:0031648;GO:0071168;GO:0090435;GO:0006468;GO:0016567;GO:0042787;GO:0051726;GO:1902749;GO:0007346;GO:0030071;GO:1901673;GO:0043393;GO:0051439;GO:0007062;GO:0070194
isogroup04261	GO:0005634;GO:0004197;GO:0019901;GO:0004843;GO:0051301;GO:0000082;GO:0007067;GO:0016579;GO:0035871;GO:0071108;GO:0006511
isogroup00497	GO:0005737;GO:0005634;GO:0005839;GO:0004298;GO:0051603
isogroup05792	GO:0005615;GO:0102549;GO:0047372;GO:0005509;GO:0047714;GO:0004620;GO:0004806;GO:0019376;GO:0009395
isogroup25910	GO:0016021;GO:0005743;GO:0005749;GO:0009055;GO:0020037;GO:0046872;GO:0000104;GO:0006099
isogroup11352	GO:0005737;GO:0016021;GO:0030027;GO:0005886;GO:0005384;GO:0071577
isogroup13839	GO:0005737;GO:0016021;GO:0005886;GO:0070006;GO:0042277;GO:0008270;GO:0043171;GO:0006508
isogroup28476	GO:0005829;GO:0016021;GO:0004115;GO:0047555;GO:0030552;GO:0004119;GO:0046872;GO:0006198;GO:0019933;GO:0071321;GO:0071560;GO:0019934;GO:0016101;GO:0006629;GO:0043066;GO:0043116;GO:0001556;GO:0060282;GO:0043117;GO:0040020;GO:0051591;GO:0042493
isogroup05016	GO:0005887;GO:0005886;GO:0005355;GO:0005366;GO:0005351;GO:0046323;GO:0035428
isogroup23474	GO:0005762;GO:0005761;GO:0005739;GO:0003735;GO:0006412
isogroup13462	
isogroup10950	GO:0005788;GO:0046527;GO:0006664
isogroup28095	GO:0015629;GO:0005829;GO:0070062;GO:0030018;GO:0008307;GO:0030049;GO:0007517;GO:0030832;GO:0007525
isogroup34603	GO:0005737;GO:0005829;GO:0005525;GO:0003924;GO:0046872;GO:0044822;GO:0003743;GO:0006446
isogroup28481	GO:0005813;GO:0005737;GO:0000923;GO:0008274;GO:0005874;GO:0000922;GO:0043015;GO:0008017;GO:0005200;GO:0051298;GO:0031122;GO:0051415;GO:0007126;GO:0007020;GO:0090307
isogroup34252	GO:0005634;GO:0003677;GO:0004519;GO:0032502;GO:0015074;GO:0006313
isogroup12528	GO:0005737;GO:0004427;GO:0000287;GO:0006796
isogroup31078	GO:0005887;GO:0043209;GO:0014002;GO:0061564;GO:0007420;GO:0007166;GO:0006954;GO:0014005;GO:0042552;GO:0048709
isogroup33946	GO:0005634;GO:0003677;GO:0043565;GO:0003700;GO:0007412;GO:0061381;GO:0007398;GO:0033504;GO:0021855;GO:0061379;GO:0021767;GO:0061374;GO:0030901;GO:0043524;GO:0022008;GO:0006355;GO:0001756;GO:0022029;GO:0006351;GO:0008542
isogroup14639	GO:0005634;GO:0090575;GO:0003682;GO:0000978;GO:0004879;GO:0003707;GO:0008270;GO:0016321;GO:0009755;GO:0045433;GO:0045944;GO:0060968;GO:0010906;GO:0006355;GO:0035211;GO:0009888;GO:0006351
isogroup38115	GO:0005737;GO:0005856;GO:0009524;GO:0046872
isogroup06192	GO:0030430;GO:0019076;GO:0098003
isogroup20098	GO:0030054;GO:0070062;GO:0008021
isogroup00738	GO:0005737;GO:0070062;GO:0005654;GO:0000166;GO:0044822;GO:0008270;GO:0006397;GO:0051028;GO:0048025;GO:0008380
isogroup34758	GO:0005737;GO:0016020;GO:0031415;GO:0005634;GO:0005667;GO:0044822;GO:0043022;GO:0001525;GO:0030154;GO:0017196;GO:0006474;GO:0043066;GO:0045893;GO:0050821;GO:0006351
isogroup13613	
isogroup22318	GO:0005737;GO:0043231;GO:0016020;GO:0005739;GO:0005654;GO:0005525;GO:0007165
isogroup22801	GO:0005737;GO:0005635;GO:0005654;GO:0042788;GO:0005524;GO:0016887;GO:0043022;GO:0008494;GO:0045727;GO:0006413
isogroup00981	GO:0005737;GO:0005851;GO:0016779;GO:0003743;GO:0051716;GO:0014003;GO:0043547;GO:0006413
isogroup00622	GO:0005737;GO:0005847;GO:0003723;GO:0006379;GO:0006378
isogroup01874	GO:0016021;GO:0055085
isogroup17366	GO:0005829;GO:0005770;GO:0043325;GO:0005546;GO:0005215;GO:0019842;GO:0008431;GO:0032502;GO:0001892;GO:0046909;GO:0051452;GO:0060548;GO:0090212;GO:0007584;GO:0009268;GO:0009636;GO:0042360;GO:0051180
isogroup21155	GO:0070062;GO:0043202;GO:0005764;GO:0046872;GO:0016250;GO:0008484;GO:0006027;GO:0030200
isogroup02008	GO:0005737;GO:0005634;GO:0016272;GO:0051087;GO:0051131;GO:0006457
isogroup11257	GO:0030659;GO:0005829;GO:0005789;GO:0070062;GO:0000139;GO:0005770;GO:0005764;GO:0042470;GO:0045335;GO:0030670;GO:0005886;GO:0019003;GO:0005525;GO:0003924;GO:0052405;GO:0045921;GO:0015031;GO:0032880;GO:0042147;GO:0007264
isogroup14354	GO:0005634;GO:0046872;GO:0003676;GO:0006355;GO:0006351
isogroup01249	GO:0007368;GO:0070121
isogroup38446	GO:0071013;GO:0005654;GO:0071011;GO:0005681;GO:0005689;GO:0005686;GO:0005684;GO:0044822;GO:0006397;GO:0000398;GO:0008380;GO:0016032
isogroup05987	GO:0005730;GO:0003677;GO:0000166;GO:0003723
isogroup04616	GO:0005829;GO:0050660;GO:0017150
isogroup07405	GO:0016811;GO:0008355
isogroup08192	GO:0030054;GO:0005737;GO:0016020;GO:0005886;GO:0031201;GO:0043195;GO:0005484;GO:0000149;GO:0019905;GO:0006893;GO:0007274;GO:0007269;GO:0048172;GO:0016081;GO:0031629;GO:0016082;GO:0048489;GO:0006906;GO:0016192
isogroup14913	GO:0005737;GO:0016020;GO:0000790;GO:0031965;GO:0034399;GO:0043234;GO:0008139;GO:0008565;GO:0006335;GO:0006336;GO:0006607;GO:0000059;GO:0000060;GO:0015031;GO:0006610
isogroup04175	GO:0070062;GO:0050662;GO:0050577;GO:0016853;GO:0042351;GO:0019835;GO:0019673
isogroup16928	GO:0005739;GO:0000287;GO:0004474
isogroup07788	GO:0005319;GO:0045735
isogroup18301	GO:0005737;GO:0005524
isogroup07982	GO:0070062;GO:0016021;GO:0016020;GO:0005886;GO:0047710;GO:0046872;GO:0007596;GO:0030194;GO:0046130
isogroup30295	GO:0004871
isogroup07139	GO:0005764;GO:0004190
isogroup31725	
isogroup24955	GO:0005737;GO:0031410;GO:0005829;GO:0070062;GO:0005615;GO:0043231;GO:0005759;GO:0005739;GO:0005634;GO:0048471;GO:0005782;GO:0005777;GO:0016209;GO:0043027;GO:0004601;GO:0051920;GO:0072541;GO:0046983;GO:0005102;GO:0001016;GO:0008379;GO:0045454;GO:0034614;GO:0042744;GO:0006954;GO:0070995;GO:0043066;GO:0051354;GO:0016480;GO:0032967;GO:2001057;GO:0060785;GO:0006979;GO:0000302
isogroup14901	GO:0044754;GO:0005930;GO:0005829;GO:0005770;GO:0016020;GO:0030496;GO:0030670;GO:0005942;GO:0035032;GO:0016303;GO:0005524;GO:0016301;GO:0004672;GO:0006914;GO:0042149;GO:0000910;GO:0045022;GO:0007032;GO:0016236;GO:0006661;GO:0048015;GO:0006497;GO:0034497;GO:0016485;GO:0032465;GO:0050708;GO:0043201;GO:0034162
isogroup03883	GO:0005737;GO:0071339;GO:0000790;GO:0005654;GO:0005669;GO:0033276;GO:0003677;GO:0003713;GO:0003700;GO:0008134;GO:0006352;GO:0001541;GO:0045944;GO:0045893;GO:1901796;GO:0051123;GO:0006368;GO:0006366;GO:0006367;GO:0016032
isogroup14045	GO:0030054;GO:0005737;GO:0061700;GO:0005765;GO:0005654;GO:0005634;GO:0034629;GO:0034198;GO:0032008
isogroup26187	GO:0005737;GO:0005829;GO:0070062;GO:0047150;GO:0008898;GO:0008270;GO:0006579;GO:0006577;GO:0042426;GO:0071267;GO:0006479;GO:0050666;GO:0000096
isogroup30903	
isogroup21286	GO:0070062;GO:0005765;GO:0005764;GO:0016020;GO:0004558;GO:0030246;GO:0032450;GO:0004574;GO:0060048;GO:0002086;GO:0005980;GO:0005977;GO:0003007;GO:0007626;GO:0007040;GO:0046716;GO:0050885;GO:0050884;GO:0002026;GO:0006941;GO:0009888;GO:0043181
isogroup30113	GO:0070985;GO:0016538;GO:0007049;GO:0006355;GO:0006351
isogroup02407	GO:0005913;GO:0005737;GO:0097433;GO:0070062;GO:0042470;GO:0016020;GO:0005739;GO:0005634;GO:0016442;GO:0004518;GO:0044822;GO:0003713;GO:0098609;GO:0031047;GO:0001649;GO:0006355;GO:0006401;GO:0006351
isogroup08296	GO:0070062;GO:0005634;GO:0008104;GO:0045116;GO:0006357
isogroup30298	GO:0005789;GO:0016021;GO:0016787
isogroup28261	GO:0005737;GO:0070062;GO:0005634
isogroup33940	GO:0048037;GO:0031177;GO:0016747;GO:0033068
isogroup01694	GO:0005892;GO:0005737;GO:0030141;GO:0031201;GO:0005096;GO:0017137;GO:0019905;GO:0017075;GO:0007409;GO:0006887;GO:0045921;GO:0015031;GO:0030193;GO:0017157;GO:0010468;GO:0050708
isogroup01005	GO:0003676;GO:0015074
isogroup22656	GO:0005737;GO:0030794;GO:1901012;GO:0002238;GO:0009611
isogroup13573	GO:0005911;GO:0016021;GO:0005887;GO:0005509;GO:0050839;GO:0004930;GO:0004872;GO:0005057;GO:0004888;GO:0007411;GO:0007409;GO:0016339;GO:0016358;GO:0048813;GO:0070593;GO:0042067;GO:0001736;GO:0007164;GO:0007156;GO:0001738;GO:0016319;GO:0045746;GO:0030178;GO:0016318;GO:0045773;GO:1902669;GO:0030177;GO:0007464;GO:0048057;GO:0050770;GO:0090175;GO:0051963;GO:0035159;GO:0007367;GO:0019233;GO:0007165;GO:0016055
isogroup16016	GO:0030529;GO:0005634;GO:0000166;GO:0003723
isogroup15121	GO:0005911;GO:0005887;GO:0005886;GO:0005509;GO:0007267;GO:0007156;GO:0007399
isogroup01517	GO:0005913;GO:0005737;GO:0010494;GO:0070062;GO:0005741;GO:0016607;GO:0005634;GO:0005524;GO:0004003;GO:0004004;GO:0016887;GO:0098641;GO:0043273;GO:0003677;GO:0008190;GO:0003924;GO:0048027;GO:0017111;GO:0008143;GO:0044822;GO:0043024;GO:0003723;GO:0035613;GO:0008134;GO:0031369;GO:0071243;GO:0071470;GO:0007059;GO:0008625;GO:0045087;GO:0035556;GO:0097193;GO:0042256;GO:0043066;GO:0030308;GO:0043154;GO:2001243;GO:0031333;GO:0017148;GO:0043065;GO:0030307;GO:0071651;GO:0043280;GO:1900087;GO:0010628;GO:0032728;GO:0045944;GO:0045727;GO:0045948;GO:0045070;GO:1903608;GO:0009615;GO:0010501;GO:0034063;GO:0006351;GO:0016055
isogroup26197	GO:0005737;GO:0070062;GO:0005654;GO:0005634;GO:0005681;GO:0003677;GO:0003690;GO:0000166;GO:0008143;GO:0044822;GO:0034046;GO:0003697;GO:0010468;GO:0006355;GO:0006396;GO:0006351
isogroup09126	GO:0005759;GO:0008097;GO:0004792;GO:0035928;GO:0051029
isogroup18247	GO:0005960;GO:0005739;GO:0005634;GO:0005886;GO:0016594;GO:0004375;GO:0016829;GO:0042803;GO:0030170;GO:0019464
isogroup04852	GO:0009986;GO:0005783;GO:0005576;GO:0005794;GO:0005887;GO:0005634;GO:0005886;GO:0030133;GO:0016303;GO:0005524;GO:0017134;GO:0005007;GO:0046934;GO:0004713;GO:0005088;GO:0070977;GO:0030282;GO:0060349;GO:0007267;GO:0002062;GO:0035988;GO:0003416;GO:0001958;GO:1902178;GO:0008543;GO:0007259;GO:0000165;GO:0048640;GO:0018108;GO:0048015;GO:0008284;GO:0070374;GO:0043410;GO:0043552;GO:0010518;GO:0042511;GO:0042517;GO:0046777;GO:0014066;GO:0001501
isogroup04981	GO:0005737;GO:0005634;GO:0044212;GO:0008270;GO:0010626;GO:0031643;GO:0045944;GO:0006351
isogroup34065	GO:0070062;GO:0005743;GO:0005739
isogroup01771	GO:0005852;GO:0098808;GO:0003743
isogroup13469	GO:0005890;GO:0006813;GO:0006814
isogroup22001	GO:0005737;GO:0005634;GO:0003677;GO:0004871;GO:0003700;GO:0019221;GO:0046543;GO:0007565;GO:0007259;GO:0007595;GO:0019915;GO:0001553;GO:0030879;GO:0001779;GO:0043066;GO:0045647;GO:0042104;GO:0045579;GO:0008284;GO:0050729;GO:0045086;GO:0045931;GO:0040018;GO:0045944;GO:0038161;GO:0030155;GO:0030856;GO:0019218;GO:0043029;GO:0006351
isogroup24682	GO:0003676;GO:0008270;GO:0015074
isogroup07656	GO:0005634;GO:0003677;GO:0046872;GO:0000978;GO:0003714;GO:0003700;GO:0006351
isogroup04595	GO:0070062;GO:0005759;GO:0005739;GO:0004300;GO:0006635
isogroup17538	GO:0042409;GO:0046872;GO:0009809
isogroup21868	GO:0005680;GO:0005737;GO:0097602;GO:0061630;GO:0008270;GO:0051301;GO:0007067;GO:0045842;GO:0070979;GO:0042787
isogroup20522	GO:0005840;GO:0003735;GO:0006412
isogroup07345	GO:0005654;GO:0005634;GO:0006397;GO:0051028;GO:0032784;GO:2001253;GO:0090239;GO:0010793;GO:0050684;GO:0008380;GO:0006351
isogroup30077	GO:0005623;GO:0005737;GO:0003989;GO:0005524;GO:0009374;GO:0004075;GO:0050692;GO:0046872;GO:0005102;GO:0032810;GO:0046966;GO:0006633;GO:2001295;GO:0010628;GO:0045893;GO:0065008;GO:0040029;GO:0009743;GO:0070542;GO:0097066;GO:0006810
isogroup20169	GO:0005634;GO:0035327;GO:0003729;GO:0000166;GO:0045292;GO:0000381;GO:0010468;GO:0031440;GO:0001178;GO:0008380
isogroup22804	GO:0044305;GO:0030054;GO:0005737;GO:0005886;GO:0098793;GO:0048786;GO:0042734;GO:0043195;GO:0019992;GO:0046872;GO:0001566;GO:0007268;GO:0035556;GO:0031914;GO:0016079
isogroup26846	
isogroup06409	GO:0005737;GO:0005524;GO:0006457
isogroup13278	GO:0000118;GO:0005654;GO:0005634;GO:0005876;GO:0005667;GO:0017053;GO:0008013;GO:0003682;GO:0003677;GO:0042393;GO:0008022;GO:0019904;GO:0003714;GO:0008134;GO:0044212;GO:0060070;GO:0045444;GO:0016575;GO:0000122;GO:0045892;GO:0045944;GO:0045893;GO:0043161;GO:0006508;GO:0006357;GO:0043627;GO:0048545;GO:0007605;GO:0006351
isogroup11023	GO:0005737;GO:0005634;GO:0019773;GO:0004298;GO:0006511
isogroup14265	GO:0005739;GO:0043023;GO:0070126
isogroup17074	
isogroup17907	GO:0005737;GO:0008336;GO:0005506;GO:0008270;GO:0045329
isogroup21806	GO:0016282;GO:0005524;GO:0008026;GO:0043024;GO:0003743
isogroup29486	GO:0005634;GO:0003677;GO:0004519;GO:0032502;GO:0015074;GO:0006313
isogroup28287	
isogroup18759	GO:0005938;GO:0032154;GO:0008270
isogroup20936	GO:0003904;GO:0003677;GO:0006281;GO:0018298
isogroup13523	GO:0015030;GO:0005654;GO:0003677;GO:0046872;GO:0008334;GO:0006398;GO:0006355;GO:0006369
isogroup00108	GO:0030424;GO:0044295;GO:0031252;GO:0005829;GO:0030175;GO:0030426;GO:0030027;GO:0005875;GO:0015630;GO:0043204;GO:0048471;GO:0051015;GO:0050839;GO:0061573;GO:0007409;GO:0032488;GO:0060327;GO:0061163;GO:0038007;GO:0045773;GO:2001224;GO:0007265;GO:2000114;GO:0006930
isogroup11785	GO:0000790;GO:0000786;GO:0003677;GO:0006342
isogroup22063	GO:0005814;GO:0032391;GO:0000922;GO:0005509;GO:0051301;GO:0034605;GO:0007067
isogroup09880	GO:0005759;GO:0005739;GO:0008260;GO:0060612;GO:0007420;GO:0046950;GO:0007507;GO:0046952;GO:0042182;GO:0035774;GO:0014823;GO:0042493;GO:0045471;GO:0009725;GO:0007584;GO:0042594
isogroup18151	
isogroup13140	GO:0070062;GO:0016021;GO:0016020;GO:0005743;GO:0005739;GO:0043209;GO:0005730;GO:0005634;GO:0032403;GO:0015293
isogroup33734	GO:0005813;GO:0005737;GO:0032389;GO:0043005;GO:0000784;GO:0005730;GO:0005654;GO:0005634;GO:0043138;GO:0008408;GO:0005524;GO:0043140;GO:0004003;GO:0016887;GO:0000405;GO:0003682;GO:0003677;GO:0003678;GO:0004527;GO:0009378;GO:0051880;GO:0004386;GO:0000287;GO:0030145;GO:0032403;GO:0042803;GO:0000403;GO:0006284;GO:0007420;GO:0007569;GO:0006974;GO:0071480;GO:0009267;GO:0032508;GO:0006259;GO:0006260;GO:0000731;GO:0006302;GO:0010259;GO:0032066;GO:0051345;GO:0042981;GO:0040009;GO:0031297;GO:0001302;GO:0006979;GO:0010225;GO:0000723;GO:0000722
isogroup17439	GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074
isogroup06772	GO:0005737;GO:0005856;GO:0035183;GO:0045169;GO:0045172;GO:0016328;GO:0005811;GO:0005886;GO:0045170;GO:0061572;GO:0007527;GO:0007411;GO:0051297;GO:0007282;GO:0048135;GO:0008302;GO:0045478;GO:0048134;GO:0007294;GO:0031987;GO:0000212;GO:0070050;GO:0048477;GO:0030723;GO:0072499;GO:0045214;GO:0030724
isogroup07465	GO:0005776;GO:0005737;GO:0010008;GO:0070062;GO:0045335;GO:0030670;GO:0005886;GO:0005525;GO:0003924;GO:0000045;GO:0006968;GO:0060271;GO:0097094;GO:0042992;GO:0015031;GO:0007264
isogroup01124	GO:0005813;GO:0005737;GO:0097730;GO:0005634;GO:0005886;GO:0030331;GO:0003341;GO:0007368;GO:0003351;GO:0007507;GO:0036159;GO:0007611;GO:0001764;GO:0036158;GO:0033146;GO:0061136
isogroup15239	GO:0005789;GO:0005576;GO:0005794;GO:0042470;GO:0033018;GO:0005509
isogroup29384	GO:0070062;GO:0005743;GO:0005759;GO:0005739;GO:0043209;GO:0005886;GO:0016212;GO:0004069;GO:0080130;GO:0044822;GO:0030170;GO:0006103;GO:0006532;GO:0006533;GO:0006531;GO:0015908;GO:0019551;GO:0019550;GO:0006536;GO:0006107;GO:0006457;GO:0045471
isogroup01923	
isogroup10106	GO:0005737;GO:0005829;GO:0031011;GO:0005634;GO:0000502;GO:0004866;GO:0044822;GO:0070628;GO:0004843;GO:0006310;GO:0006281;GO:0048853;GO:0021670;GO:0030901;GO:0016579;GO:0061136;GO:0006355;GO:0006351;GO:0006511
isogroup07945	GO:0030673;GO:0009986;GO:0005737;GO:0016021;GO:0005886;GO:0042802;GO:0030275;GO:0006919;GO:0007411;GO:0016199;GO:0002042;GO:0021836;GO:0060976;GO:0007507;GO:0007156;GO:0060763;GO:0030336;GO:0008285;GO:0070100;GO:0033600;GO:0050925;GO:0021891;GO:0050772;GO:0035025;GO:0035385;GO:0003281
isogroup33368	
isogroup17254	GO:0003964
isogroup05273	GO:0005737;GO:0005634;GO:0003730;GO:0000166;GO:0030154;GO:0043488;GO:0010830
isogroup14697	GO:0000777;GO:0005737;GO:0070062;GO:0005815;GO:0000922;GO:0051082;GO:0032502;GO:0006457
isogroup03919	GO:0005634;GO:0003677;GO:0006355;GO:0006351
isogroup06802	
isogroup31117	
isogroup11965	GO:0005525;GO:0003924;GO:0046872;GO:0004871;GO:0007188
isogroup35213	GO:0005737;GO:0070062;GO:0005615;GO:0005634;GO:0030246;GO:0006915;GO:0007157
isogroup38690	GO:1990718;GO:1904158;GO:0003341;GO:0002064;GO:0007275;GO:0060438;GO:0021591
isogroup04023	GO:0005739;GO:0003824;GO:0008152
isogroup37910	GO:0005737;GO:0070062;GO:0005634;GO:0019784;GO:0004843;GO:0043130;GO:0002250;GO:0006974;GO:0071347;GO:0006281;GO:2000780;GO:1901315;GO:0071108
isogroup32760	GO:0005694;GO:0070062;GO:0005634;GO:0007059;GO:0035307
isogroup14306	GO:0005737
isogroup31819	GO:0016021;GO:0016020;GO:0005886;GO:0004175;GO:0046872;GO:0004222;GO:0042803;GO:0016486;GO:0016485;GO:0006508
isogroup25137	GO:0008234
isogroup16427	GO:0071013;GO:0070062;GO:0005719;GO:0005634;GO:0044530;GO:0003682;GO:0001047;GO:0003729;GO:0000166;GO:0003723;GO:0071347;GO:0006509;GO:0006397;GO:0007275;GO:0048025;GO:0048026;GO:0045944;GO:0051260;GO:0000381;GO:0008380;GO:0006366
isogroup08730	GO:0016021;GO:0005635;GO:0048471;GO:0005886;GO:0030154;GO:1903363;GO:0033689;GO:0030501;GO:0045669;GO:0010468
isogroup12764	GO:0005913;GO:0005887;GO:0050839;GO:0042803;GO:0004872;GO:0005102;GO:0008037;GO:0007157;GO:0007156
isogroup13320	GO:0016021;GO:0005743;GO:0022857;GO:0019222;GO:0007605
isogroup14889	GO:0045177;GO:0005938;GO:0005813;GO:0005694;GO:0005737;GO:0005829;GO:0030425;GO:0070062;GO:0000139;GO:0072686;GO:0061673;GO:0097431;GO:0043025;GO:0016363;GO:0005654;GO:0005634;GO:0005819;GO:0005876;GO:0000922;GO:0005198;GO:0051301;GO:0000132;GO:0060487;GO:0051321;GO:0007067;GO:0006997
isogroup27980	GO:0005634;GO:0004527;GO:0003676
isogroup07458	GO:0005634;GO:0000166;GO:0003723
isogroup03329	GO:0030176;GO:0102336;GO:0102337;GO:0102338;GO:0006633
isogroup01169	GO:0005840;GO:0042254
isogroup19078	GO:0005737;GO:0005829;GO:0070062;GO:0005634;GO:0004177;GO:0004180;GO:0004197;GO:0008234;GO:0042802;GO:0043418;GO:0000209;GO:0006508;GO:0042493;GO:0009636
isogroup26596	GO:0005634;GO:0003677;GO:0015074;GO:0006313
isogroup13196	GO:0032580;GO:0005887;GO:0003944;GO:0006486;GO:0033299
isogroup15478	GO:0000796;GO:0005829;GO:0005634;GO:0005524;GO:0051301;GO:0007076
isogroup15147	GO:0008270
isogroup20131	GO:0030054;GO:0005905;GO:0005829;GO:0030139;GO:0030027;GO:0043005;GO:0005886;GO:0045202;GO:0005509;GO:0005085;GO:0019209;GO:0070064;GO:0032947;GO:0005089;GO:0048013;GO:0043524;GO:0043065;GO:0051897;GO:0035023;GO:0051056;GO:0007264;GO:0048488
isogroup08747	GO:0005762;GO:0005739;GO:0003735;GO:0032543;GO:0019233;GO:0006412
isogroup31624	GO:0005739;GO:0004029;GO:0000062;GO:0018478;GO:0004491;GO:0019859;GO:0006573
isogroup10162	GO:0009986;GO:0005737;GO:0045171;GO:0015630;GO:0005886;GO:0030687;GO:0008201;GO:0051082;GO:0001525;GO:0030154;GO:0010595;GO:0042273;GO:0014909
isogroup20662	GO:0005737;GO:0005829;GO:0034709;GO:0005634;GO:0008327
isogroup01520	GO:0005576;GO:0046872;GO:0004623;GO:0050482;GO:0016042;GO:0006644
isogroup28693	GO:0005737;GO:0008336;GO:0005506;GO:0045329
isogroup05061	GO:0031463;GO:0016567
isogroup09100	GO:0043679;GO:0005737;GO:0005829;GO:0005925;GO:0043025;GO:0043234;GO:0043015;GO:0031435;GO:0060070;GO:0021695;GO:0050772;GO:0090263;GO:0046330
isogroup22836	GO:0016593;GO:0000993;GO:0016570;GO:0000122;GO:0032968;GO:0045944;GO:0006368
isogroup16422	GO:0005666;GO:0003677;GO:0003899;GO:0051607;GO:0045087;GO:0006384
isogroup29817	GO:0005789;GO:0030176;GO:0039019;GO:0045047
isogroup14371	GO:0005604;GO:0005938;GO:0030054;GO:0032154;GO:0070062;GO:0005509;GO:0007049;GO:0051301;GO:0050896;GO:0007601
isogroup32386	GO:0030529;GO:0005634;GO:0000166;GO:0003723
isogroup04763	GO:0030054;GO:0042995;GO:0005737;GO:0005654;GO:0002102;GO:0005681;GO:0003677;GO:0003723;GO:0006397;GO:0006357;GO:0008380;GO:0006351
isogroup08151	GO:0005634;GO:0016605;GO:0000166;GO:0004842;GO:0008270;GO:0051301;GO:0007093;GO:0007067;GO:0019941;GO:0000209;GO:0006511
